id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
1255,3832,9845,COMPLAINT,Poor customer service experience,"I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.
",closed,medium,2025-06-25 21:14:18,2025-06-28 21:14:18
142,782,9076,praise_typo,Amazing customer support!,  Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.  	,resolved,low,2024-09-26 15:55:53,2024-09-30 15:55:53
434,2366,,  complaint  ,Charged incorrectly,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,RESOLVED,MEDIUM,2025-06-04 05:26:29,2025-06-11 05:26:29
1088,2089,,question,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,lo,2024-10-01 22:06:08,2024-10-08 22:06:08
829,4162,6657,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,High,,
702,1839,1396,praise,Keep up the great work!,YOUR PRODUCT SELECTION IS THE BEST I'VE FOUND ONLINE. THE PRICES ARE COMPETITIVE AND THE QUALITY IS CONSISTENTLY EXCELLENT.,closed,medium,2025-06-28 15:38:26,2025-07-04 15:38:26
1264,618,4529,suggestion_typo,BETTER SEARCH FUNCTIONALITY,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,low,2025-06-19 10:04:53,
157,317,,question,Is this produ...,JUST CHECKING ON THE WARRANTY COVERAGE FOR ELECTRONICS. DOES IT COVER ACCIDENTAL DAMAGE OR JUST MANUFACTURING DEFECTS?,closed,  low,2025-06-25 08:41:08,2025-06-30 08:41:08
1283,1122,,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,HIGH,2024-06-22 10:08:02
619,2737,,suggestion,FASTER SHIPPING OPTIONS,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,open,Low,2025-06-28 05:17:37,
196,1936,7778,praise,Keep up the great work!,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,open,low,2025-05-06 20:27:32,
327,3837,,suggestion,Better packaging needed,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,in_progress,low,2025-05-30 13:07:54,
441,2993,1533,question,Can I cancel my order?,I need to change the shipping address on my rec...,closed,MEDIUM,2024-11-06 23:17:40,2024-11-12 23:17:40
1440,236,3547,suggestion,Better packaging needed,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,low,2025-02-17 00:44:16,
1460,1112,,QUESTION,How long is the warranty?,I PLACED AN ORDER 3 DAYS AGO AND HAVEN'T RECEIVED ANY SHIPPING UPDATES. COULD YOU PLEASE LET ME KNOW THE CURRENT STATUS?,resolved,LOW,2025-06-21 02:59:13,2025-06-24 02:59:13
689,2950,,question,Can I cancel my order?,,resolved,low,2023-08-26 06:21:40,2023-09-02 06:21:40
628,2356,7051,complaint,Missing items from my order,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,IN_PROGRESS,medium,2022-10-09 01:48:35,
1412,3855,,question,Do you offer price matching?,I need to change the shipping address on my rec...,N/A,medium,,
1458,4852,2061,suggestion,Offer gift wr...,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,low,2025-01-05 14:53:23,2025-01-09 14:53:23
158,854,3923,question,How do I return an item?,I need to change the shipping address on my recent order. Is that still possible at this point?,RESOLVED,low,2025-06-03 07:33:36,2025-06-04 07:33:36
109,3155,487,question,,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,2025-06-27 01:39:08,2025-06-30 01:39:08
1424,516,,question,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,LOW,2025-06-27 15:13:02,2025-06-29 15:13:02
1419,3771,4240,question,Can I change my shipping address?,,closed,,2024-05-07 01:23:50,2024-05-14 01:23:50
797,1375,1239,suggestion,,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,,low,2023-12-26 14:02:26,
1038,1507,6928,complaint,Poor customer service experience,,closed,high,2025-01-18 05:01:37,2025-01-25 05:01:37
636,76,,suggestion,Better search functionality,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,  open  ,medium,2025-04-26 07:10:01,
524,4195,6612,  suggestion  ,Offer gift wrapping service,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved_typo,high,2025-06-15 09:07:45,2025-06-22 09:07:45
107,2512,8327,question,  Can I change my shipping address?  	,,CLOSED,low,2025-06-27 13:37:31,2025-06-30 13:37:31
1401,1568,5086,,Better pack...,I THINK YOU SHOULD CONSIDER USING MORE SUSTAINABLE PACKAGING MATERIALS. THE AMOUNT OF PLASTIC IN MY LAST SHIPMENT WAS EXCESSIVE.,in_progress,MEDIUM,2025-06-22 13:19:17,
641,2173,7813,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,not a date,2025-06-13 09:10:45
1073,3699,,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,high,2024-12-01 13:06:51,
973,4108,4350,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,  high  ,2024-07-13 16:57:09,
1389,1401,2337,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,,2024-08-28 23:29:10
82,1789,4921,question,Do you offer price matching?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,low,2025-06-23 12:20:45,2025-06-28 12:20:45
314,1937,8084,question,How long is the warranty?,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,CLOSED,,2025-06-17 11:20:51,2025-06-23 11:20:51
383,324,6325,suggestion,Offer gift wrapping service,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,CLOSED,low,2025-06-30 21:28:23,2025-07-02 21:28:23
1347,1639,3930,complaint,Missing items from my order,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,,2025-06-14 06:46:52,2025-06-15 06:46:52
966,1197,,suggestion,Improve mobile app experience,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,resolved_typo,low,2025-06-17 23:52:52,2025-06-24 23:52:52
860,4980,,suggestion,Better search functionality,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,low,2024-07-30 23:05:18,2024-08-03 23:05:18
715,4309,7996,QUESTION,What payment methods do you accept?,  I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?  	,closed,low,2024-02-29 00:54:17,2024-03-04 00:54:17
1474,2263,,question,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,IN_PROGRESS,,2024-10-30 14:34:55,
1360,587,6555,complaint,Defective product received,My oordeer aarriiveed toodaay buut thee boox waas coompleeteely cruusheed aand thee prooduuct iinsiidee iis daamaageed. Thiis iis uunaacceeptaablee aand II neeeed aa reeplaaceemeent seent iimmeediiaateely.,resolved,LOW,2025-06-16 06:34:21,2025-06-17 06:34:21
586,119,4162,praise_typo,,The new website redesign is fantastic. Everything is easy to find ...,IN_PROGRESS,  low  ,2024-08-21 10:32:21,TBD
370,3364,,question,What payment methods do you accept?,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,resolved,  low  ,2025-06-28 05:29:24,2025-07-05 05:29:24
4,3609,,,Missing items from my order,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,medium,2025-06-06 05:58:43,2025-06-08 05:58:43
134,4331,7595,suggestion,Loyalty rewards program,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed,medium,2025-06-20 17:03:13,2025-06-25 17:03:13
538,1947,3092,complaint,,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,medium,2025-06-05 19:13:14,2025-06-11 19:13:14
741,4345,,question,Can I cancel my order?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,2024-01-16 13:49:27,2024-01-23 13:49:27
1089,1993,,suggestion,Loyalty rewards program,I think you should consider using more sustainable packaging mat...,RESOLVED,low,2025-06-07 03:18:14,2025-06-11 03:18:14
1116,4935,9890,question,Is this item in stock?,I PLACED AN ORDER 3 DAYS AGO AND HAVEN'T RECEIVED ANY SHIPPING UPDATES. COULD YOU PLEASE LET ME KNOW THE CURRENT STATUS?,in_progress,medium,2025-06-28 18:14:01,
875,1708,3803,complaint,Product not as described,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,,--,2024-01-12 09:42:38,2024-01-18 09:42:38
824,3126,9752,???,Late delivery,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,RESOLVED,,2025-01-08 22:58:49,2025-01-11 22:58:49
412,4544,5716,complaint,Missing items from my order,My oordeer waas suuppooseed too aarriivee laast weeeek aand thee traackiing haasn't uupdaateed iin 5 daays. Thiis iis eextreemeely diisaappooiintiing seerviicee.,closed,,2025-06-13 12:10:22,2025-06-18 12:10:22
101,3734,8377,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,,2025-06-19 19:56:05
568,1123,,praise,Excellent packaging,"Wow, my order arrived in just 2 days! The product was packaged ...",CLOSED,LOW,2025-06-02 17:00:01,2025-06-05 17:00:01
942,4853,6516,question,What payment methods do you accept?,I need to change the shipping address on my rec...,resolved,low,not available,2023-07-01 04:47:22
836,1025,1141,suggestion,Improve return process,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed,low,2025-06-26 16:23:16,2025-07-01 16:23:16
